Date,Value
2019-01-21,13.57
2019-01-22,18.56
2019-01-23,13.31
2019-01-24,14.39
2019-01-25,13.86
2019-01-26,12.62
2019-01-27,11.79
2019-01-28,15.21
2019-01-29,12.44
2019-01-30,13.05
2019-01-31,14.21
2019-02-01,13.23
2019-02-02,12
2019-02-03,11.64
2019-02-04,12.08
2019-02-05,12.59
2019-02-06,12.59
2019-02-07,14.06
2019-02-08,13.31
2019-02-09,12.39
2019-02-10,12.85
2019-02-11,13.98
2019-02-12,13.01
2019-02-13,13.71
2019-02-14,19.15
2019-02-15,14.75
2019-02-16,13.51
2019-02-17,13.76
2019-02-18,17.09
2019-02-19,373.91
2019-02-20,16.1
2019-02-21,15.31
2019-02-22,14.91
2019-02-23,14.04
2019-02-24,16.25
2019-02-25,17.02
2019-02-26,17.42
2019-02-27,16.33
2019-02-28,18.83
2019-03-01,12.97
2019-03-02,12.15
2019-03-03,12.06
2019-03-04,12.67
2019-03-05,13.5
2019-03-06,14.05
2019-03-07,13.74
2019-03-08,13.48
2019-03-09,11.96
2019-03-10,12.11
2019-03-11,12.48
2019-03-12,12.24
2019-03-13,11.7
2019-03-14,11.05
2019-03-15,11.02
2019-03-16,10.38
2019-03-17,14.58
2019-03-18,195.88
2019-03-19,13.12
2019-03-20,12.18
2019-03-21,13.9
2019-03-22,12.58
2019-03-23,10.99
2019-03-24,11
2019-03-25,12.55
2019-03-26,13.06
2019-03-27,13.6
2019-03-28,12.2
2019-03-29,12.58
2019-03-30,10.41
2019-03-31,10.56
2019-04-01,12.55
2019-04-02,13.86
2019-04-03,16.78
2019-04-04,13.72
2019-04-05,11.84
2019-04-06,10.76
2019-04-07,11.33
2019-04-08,12.54
2019-04-09,12.04
2019-04-10,15.26
2019-04-11,12.5
2019-04-12,11.67
2019-04-13,10.65
2019-04-14,10.39
2019-04-15,10.62
2019-04-16,10.78
2019-04-17,11.27
2019-04-18,11.93
2019-04-19,11.04
2019-04-20,8.989
2019-04-21,9.505
2019-04-22,10.75
2019-04-23,11.22
2019-04-24,12.14
2019-04-25,10.53
2019-04-26,12.1
2019-04-27,9.633
2019-04-28,9.399
2019-04-29,10.36
2019-04-30,10.12
2019-05-01,9.786
2019-05-02,40.48
2019-05-03,11
2019-05-04,10.09
2019-05-05,9.698
2019-05-06,10.59
2019-05-07,12.58
2019-05-08,10.99
2019-05-09,10.64
2019-05-10,11.39
2019-05-11,10.9
2019-05-12,10.84
2019-05-13,13.69
2019-05-14,13.34
2019-05-15,16.28
2019-05-16,21.01
2019-05-17,18.21
2019-05-18,14.71
2019-05-19,14.05
2019-05-20,15.52
2019-05-21,12.95
2019-05-22,16.44
2019-05-23,14.47
2019-05-24,15.06
2019-05-25,12.14
2019-05-26,10.8
2019-05-27,14.71
2019-05-28,15.12
2019-05-29,16.61
2019-05-30,17.36
2019-05-31,15.88
2019-06-01,13.5
2019-06-02,10.84
2019-06-03,13.64
2019-06-04,14.34
2019-06-05,14.73
2019-06-06,12.78
2019-06-07,13.55
2019-06-08,17.86
2019-06-09,11.77
2019-06-10,18.77
2019-06-11,15.3
2019-06-12,10.7
2019-06-13,12.5
2019-06-14,14.51
2019-06-15,16.66
2019-06-16,11.74
2019-06-17,18.03
2019-06-18,14.14
2019-06-19,15.15
2019-06-20,19.17
2019-06-21,13.13
2019-06-22,13.08
2019-06-23,12.9
2019-06-24,14.34
2019-06-25,18.44
2019-06-26,18.23
2019-06-27,20.54
2019-06-28,17.84
2019-06-29,14.97
2019-06-30,16.15
2019-07-01,19.51
2019-07-02,15.74
2019-07-03,13.48
2019-07-04,12.36
2019-07-05,14.99
2019-07-06,14.14
2019-07-07,11.15
2019-07-08,15.4
2019-07-09,13.38
2019-07-10,12.33
2019-07-11,17.69
2019-07-12,13.89
2019-07-13,11.68
2019-07-14,14.58
2019-07-15,14.43
2019-07-16,22.12
2019-07-17,19.08
2019-07-18,13.2
2019-07-19,17.35
2019-07-20,11.84
2019-07-21,12.48
2019-07-22,12.14
2019-07-23,13.45
2019-07-24,18.81
2019-07-25,17.93
2019-07-26,12.84
2019-07-27,11.95
2019-07-28,10.85
2019-07-29,12.4
2019-07-30,12.98
2019-07-31,13.14
2019-08-01,18.32
2019-08-02,14.82
2019-08-03,17.62
2019-08-04,10.41
2019-08-05,12.21
2019-08-06,12.17
2019-08-07,11.74
2019-08-08,12.96
2019-08-09,13.28
2019-08-10,12.21
2019-08-11,11.6
2019-08-12,12.88
2019-08-13,18.84
2019-08-14,12.12
2019-08-15,14.15
2019-08-16,12.12
2019-08-17,10.57
2019-08-18,11.03
2019-08-19,13.8
2019-08-20,13.73
2019-08-21,16.14
2019-08-22,14.73
2019-08-23,13.89
2019-08-24,12.92
2019-08-25,13.83
2019-08-26,17.09
2019-08-27,14.64
2019-08-28,14.69
2019-08-29,14.97
2019-08-30,14.68
2019-08-31,14.08
2019-09-01,14.74
2019-09-02,15.93
2019-09-03,14.92
2019-09-04,14.8
2019-09-05,18.54
2019-09-06,18.51
2019-09-07,17.64
2019-09-08,18.53
2019-09-09,20.49
2019-09-10,21.91
2019-09-11,21.35
2019-09-12,22.88
2019-09-13,22
2019-09-14,22.84
2019-09-15,22.25
2019-09-16,22.83
2019-09-17,26.41
2019-09-18,28.4
2019-09-19,29.79
2019-09-20,28.55
2019-09-21,23.16
2019-09-22,20.62
2019-09-23,25.27
2019-09-24,29.01
2019-09-25,34.52
2019-09-26,24.84
2019-09-27,25.31
2019-09-28,22.57
2019-09-29,23.51
2019-09-30,21.7
2019-10-01,14.79
2019-10-02,14.78
2019-10-03,16.42
2019-10-04,16.62
2019-10-05,15.31
2019-10-06,13.86
2019-10-07,14.67
2019-10-08,14.79
2019-10-09,16.95
2019-10-10,15.84
2019-10-11,15.37
2019-10-12,14.54
2019-10-13,15.21
2019-10-14,15.22
2019-10-15,15.11
2019-10-16,14.45
2019-10-17,14.11
2019-10-18,14.3
2019-10-19,14.18
2019-10-20,15.58
2019-10-21,15.28
2019-10-22,16.35
2019-10-23,18.83
2019-10-24,15.25
2019-10-25,16.02
2019-10-26,16
2019-10-27,14.66
2019-10-28,16.06
2019-10-29,16.28
2019-10-30,16.16
2019-10-31,15.99
2019-11-01,15.36
2019-11-02,14.25
2019-11-03,14.6
2019-11-04,15.09
2019-11-05,14.47
2019-11-06,13.89
2019-11-07,17.21
2019-11-08,14.14
2019-11-09,14.33
2019-11-10,13.89
2019-11-11,14.76
2019-11-12,14.53
2019-11-13,14.94
2019-11-14,15.99
2019-11-15,14.43
2019-11-16,13.1
2019-11-17,13.6
2019-11-18,21.61
2019-11-19,14.28
2019-11-20,15.04
2019-11-21,17.83
2019-11-22,23.87
2019-11-23,13.47
2019-11-24,13.76
2019-11-25,20.12
2019-11-26,16.32
2019-11-27,14.46
2019-11-28,14.62
2019-11-29,13.46
2019-11-30,13.17
2019-12-01,16.16
2019-12-02,15.21
2019-12-03,13.99
2019-12-04,13.99
2019-12-05,13.29
2019-12-06,13.47
2019-12-07,12.14
2019-12-08,9.62
2019-12-09,11.59
2019-12-10,12.2
2019-12-11,13.19
2019-12-12,12.09
2019-12-13,12.03
2019-12-14,11.65
2019-12-15,12.38
2019-12-16,13.57
2019-12-17,15.43
2019-12-18,16.54
2019-12-19,12.76
2019-12-20,12.99
2019-12-21,11.59
2019-12-22,11.04
2019-12-23,12.72
2019-12-24,11.74
2019-12-25,11.92
2019-12-26,11.93
2019-12-27,12.1
2019-12-28,11.83
2019-12-29,11.25
2019-12-30,11.99
2019-12-31,14.03
2020-01-01,11.66
2020-01-02,10.57
2020-01-03,11.49
2020-01-04,9.665
2020-01-05,9.764
2020-01-06,11
2020-01-07,10.48
2020-01-08,11.4
2020-01-09,10.88
2020-01-10,12.32
2020-01-11,11.17
2020-01-12,10.93
2020-01-13,11.07
2020-01-14,15.76
2020-01-15,11.18
2020-01-16,9.898
2020-01-17,10.67
2020-01-18,10.82
2020-01-19,10.37
2020-01-20,9.628
2020-01-21,9.527
2020-01-22,9.941
2020-01-23,8.96
2020-01-24,8.302
2020-01-25,7.515
2020-01-26,7.321
2020-01-27,8.607
2020-01-28,8.45
2020-01-29,8.557
2020-01-30,9.07
2020-01-31,8.966
2020-02-01,9.214
2020-02-02,9.054
2020-02-03,9.836
2020-02-04,11.7
2020-02-05,12.41
2020-02-06,12.98
2020-02-07,13.09
2020-02-08,11.68
2020-02-09,11.23
2020-02-10,11.35
2020-02-11,11.19
2020-02-12,12.71
2020-02-13,13.28
2020-02-14,12.62
2020-02-15,13.12
2020-02-16,12.55
2020-02-17,11.97
2020-02-18,11.19
2020-02-19,12.08
2020-02-20,12.01
2020-02-21,9.495
2020-02-22,10.36
2020-02-23,12.96
2020-02-24,12.11
2020-02-25,11.69
2020-02-26,14.29
2020-02-27,11.86
2020-02-28,11.79
2020-02-29,10
2020-03-01,10.37
2020-03-02,10.06
2020-03-03,10.71
2020-03-04,10.91
2020-03-05,11.52
2020-03-06,11.2
2020-03-07,10.99
2020-03-08,13.03
2020-03-09,14.2
2020-03-10,11.53
2020-03-11,12.88
2020-03-12,77.9
2020-03-13,84.76
2020-03-14,16.66
2020-03-15,14.36
2020-03-16,29.71
2020-03-17,18.73
2020-03-18,15.71
2020-03-19,18.32
2020-03-20,16.36
2020-03-21,12.41
2020-03-22,12.94
2020-03-23,14.47
2020-03-24,13.69
2020-03-25,13.76
2020-03-26,13.02
2020-03-27,12.55
2020-03-28,11.41
2020-03-29,11.02
2020-03-30,11.88
2020-03-31,13.07
2020-04-01,12.16
2020-04-02,13.09
2020-04-03,12.55
2020-04-04,10.64
2020-04-05,10.42
2020-04-06,14.39
2020-04-07,13.01
2020-04-08,11.58
2020-04-09,12.28
2020-04-10,12.27
2020-04-11,11.33
2020-04-12,9.8
2020-04-13,11.94
2020-04-14,12.3
2020-04-15,11.64
2020-04-16,15.06
2020-04-17,12.25
2020-04-18,12.7
2020-04-19,12.03
2020-04-20,13.77
2020-04-21,13.97
2020-04-22,14.19
2020-04-23,14.37
2020-04-24,13.77
2020-04-25,12.54
2020-04-26,13.44
2020-04-27,13.92
2020-04-28,13.05
2020-04-29,18.45
2020-04-30,23.83
2020-05-01,13.89
2020-05-02,11.39
2020-05-03,12.52
2020-05-04,14.98
2020-05-05,15.5
2020-05-06,17.93
2020-05-07,20.87
2020-05-08,20.58
2020-05-09,17.82
2020-05-10,30.51
2020-05-11,24.02
2020-05-12,27.07
2020-05-13,32.98
2020-05-14,41.12
2020-05-15,32
2020-05-16,25.48
2020-05-17,27.1
2020-05-18,36.51
2020-05-19,33.24
2020-05-20,36.51
2020-05-21,48.85
2020-05-22,35
2020-05-23,22.17
2020-05-24,29.04
2020-05-25,38.09
2020-05-26,37.86
2020-05-27,42.83
2020-05-28,39.75
2020-05-29,34.98
2020-05-30,33.66
2020-05-31,28.39
2020-06-01,32.38
2020-06-02,36.61
2020-06-03,29.77
2020-06-04,31.89
2020-06-05,32.26
2020-06-06,38.72
2020-06-07,40.79
2020-06-08,41.52
2020-06-09,37.27
2020-06-10,581.88
2020-06-11,709.71
2020-06-12,35.62
2020-06-13,29.38
2020-06-14,24.23
2020-06-15,43.25
2020-06-16,40.53
2020-06-17,42.03
2020-06-18,38.42
2020-06-19,39.37
2020-06-20,29.55
2020-06-21,29.94
2020-06-22,41.3
2020-06-23,45.49
2020-06-24,46.59
2020-06-25,42.58
2020-06-26,38.18
2020-06-27,36.77
2020-06-28,35.08
2020-06-29,39.55
2020-06-30,52.29
2020-07-01,47.36
2020-07-02,42.6
2020-07-03,44.74
2020-07-04,33.27
2020-07-05,31.66
2020-07-06,40.44
2020-07-07,40.91
2020-07-08,52.09
2020-07-09,47.48
2020-07-10,38.64
2020-07-11,33.74
2020-07-12,32.09
2020-07-13,50.96
2020-07-14,44.35
2020-07-15,51.59
2020-07-16,55.74
2020-07-17,58.22
2020-07-18,50.66
2020-07-19,54.61
2020-07-20,70.54
2020-07-21,75.88
2020-07-22,72.34
2020-07-23,81.53
2020-07-24,76.42
2020-07-25,82.22
2020-07-26,72.87
2020-07-27,96.65
2020-07-28,71.67
2020-07-29,74.34
2020-07-30,71.6
2020-07-31,78.9
2020-08-01,63.85
2020-08-02,79.7
2020-08-03,69.98
2020-08-04,59.81
2020-08-05,55.17
2020-08-06,60.22
2020-08-07,75.12
2020-08-08,68.31
2020-08-09,77.55
2020-08-10,118.33
2020-08-11,130.23
2020-08-12,223.69
2020-08-13,263.65
2020-08-14,214.59
2020-08-15,121.28
2020-08-16,103.41
2020-08-17,115.61
2020-08-18,132.63
2020-08-19,138.37
2020-08-20,116.49
2020-08-21,161.84
2020-08-22,107.43
2020-08-23,86.16
2020-08-24,98.94
2020-08-25,110.74
2020-08-26,93.1
2020-08-27,97.83
2020-08-28,93.09
2020-08-29,102.91
2020-08-30,211.9
2020-08-31,236.12
2020-09-01,445.94
2020-09-02,480.1
2020-09-03,391.33
2020-09-04,232.29
2020-09-05,276.61
2020-09-06,129.48
2020-09-07,112.64
2020-09-08,103.78
2020-09-09,120.49
2020-09-10,179.32
2020-09-11,147.23
2020-09-12,107.4
2020-09-13,120.53
2020-09-14,199.5
2020-09-15,186.69
2020-09-16,152.92
2020-09-17,538.01
2020-09-18,318.64
2020-09-19,174.32
2020-09-20,132.89
2020-09-21,176.91
2020-09-22,159.39
2020-09-23,128.84
2020-09-24,109.21
2020-09-25,102.67
2020-09-26,83.51
2020-09-27,86.03
2020-09-28,121.96
2020-09-29,153.89
2020-09-30,119.86
2020-10-01,100.69
2020-10-02,93.81
2020-10-03,79.72
2020-10-04,83
2020-10-05,90.7
2020-10-06,109.23
2020-10-07,85.97
2020-10-08,87.11
2020-10-09,80.39
2020-10-10,64.2
2020-10-11,49.65
2020-10-12,76.06
2020-10-13,75.08
2020-10-14,75.64
2020-10-15,74.18
2020-10-16,63.07
2020-10-17,36.29
2020-10-18,40.18
2020-10-19,56.87
2020-10-20,61.94
2020-10-21,74.18
2020-10-22,63.31
2020-10-23,58.48
2020-10-24,32.2
2020-10-25,33.05
2020-10-26,55.96
2020-10-27,43.44
2020-10-28,64.55
2020-10-29,68.64
2020-10-30,63.34
2020-10-31,40.82
2020-11-01,33.96
2020-11-02,59.56
2020-11-03,44.99
2020-11-04,36.93
2020-11-05,50.35
2020-11-06,59.74
2020-11-07,55.7
2020-11-08,29.27
2020-11-09,43.04
2020-11-10,50.07
2020-11-11,52.47
2020-11-12,58.43
2020-11-13,54.83
2020-11-14,34.54
2020-11-15,34.54
2020-11-16,47.99
2020-11-17,74.87
2020-11-18,80.39
2020-11-19,46.78
2020-11-20,68.36
2020-11-21,66.37
2020-11-22,62.7
2020-11-23,76.58
2020-11-24,93.65
2020-11-25,61.06
2020-11-26,142.52
2020-11-27,45.17
2020-11-28,34.99
2020-11-29,30.78
2020-11-30,78.98
2020-12-01,87.21
2020-12-02,44.02
2020-12-03,47.05
2020-12-04,54.13
2020-12-05,37.25
2020-12-06,36.46
2020-12-07,50.12
2020-12-08,64.45
2020-12-09,65.32
2020-12-10,56.23
2020-12-11,63.67
2020-12-12,42.79
2020-12-13,45.5
2020-12-14,63.66
2020-12-15,84.56
2020-12-16,83.6
2020-12-17,138.82
2020-12-18,74.2
2020-12-19,70.17
2020-12-20,44.53
2020-12-21,80
2020-12-22,66.56
2020-12-23,108.36
2020-12-24,89.68
2020-12-25,91.7
2020-12-26,66.46
2020-12-27,98.66
2020-12-28,114.19
2020-12-29,96.07
2020-12-30,113.63
2020-12-31,99.48
2021-01-01,66.56
2021-01-02,102.61
2021-01-03,170.45
2021-01-04,259.31
2021-01-05,138.14
2021-01-06,125.11
2021-01-07,133.17
2021-01-08,139.79
2021-01-09,92.56
2021-01-10,87.31
2021-01-11,238.08
2021-01-12,87.03
2021-01-13,67.95
2021-01-14,85.48
2021-01-15,94.27
2021-01-16,81.16
2021-01-17,63.9
2021-01-18,75.29
2021-01-19,100.88
2021-01-20,83.5
2021-01-21,121.06
2021-01-22,131.62
2021-01-23,80.18
2021-01-24,81.09
2021-01-25,108.17
2021-01-26,85.15
2021-01-27,100
2021-01-28,94.81
2021-01-29,140.72
2021-01-30,113.28
2021-01-31,128.79
2021-02-01,153.67
2021-02-02,175.73
2021-02-03,173.45
2021-02-04,232.62
2021-02-05,252.33
2021-02-06,179.64
2021-02-07,160.07
2021-02-08,212.88
2021-02-09,233.57
2021-02-10,213.09
2021-02-11,175.21
2021-02-12,180.07
2021-02-13,188.81
2021-02-14,150.41
2021-02-15,178.71
2021-02-16,173.04
2021-02-17,173.35
2021-02-18,183.09
2021-02-19,186.19
2021-02-20,201.54
2021-02-21,144.97
2021-02-22,272.68
2021-02-23,373.8
2021-02-24,210.13
2021-02-25,165.09
2021-02-26,158.44
2021-02-27,118.47
2021-02-28,117.85
2021-03-01,118.6
2021-03-02,124.94
2021-03-03,130.99
2021-03-04,112.79
2021-03-05,137.79
2021-03-06,99.2
2021-03-07,132.47
2021-03-08,137.16
2021-03-09,140.39
2021-03-10,134.14
2021-03-11,132.25
2021-03-12,171.78
2021-03-13,162.67
2021-03-14,149.07
2021-03-15,189.46
2021-03-16,188.7
2021-03-17,193.8
2021-03-18,177.58
2021-03-19,158.8
2021-03-20,141.12
2021-03-21,138.09
2021-03-22,187.5
2021-03-23,163.88
2021-03-24,176.58
2021-03-25,179.09
2021-03-26,145.29
2021-03-27,118.83
2021-03-28,124.09
2021-03-29,150.49
2021-03-30,167.32
2021-03-31,210.89
2021-04-01,191.87
2021-04-02,186.23
2021-04-03,146.06
2021-04-04,112.04
2021-04-05,148.8
2021-04-06,153.27
2021-04-07,153.65
2021-04-08,124.44
2021-04-09,118.85
2021-04-10,98.45
2021-04-11,85.23
2021-04-12,109.28
2021-04-13,120.27
2021-04-14,137.76
2021-04-15,105.01
2021-04-16,183.8
2021-04-17,144.97
2021-04-18,170.18
2021-04-19,195.8
2021-04-20,265.51
2021-04-21,166.33
2021-04-22,140.02
2021-04-23,124.22
2021-04-24,67.65
2021-04-25,55.42
2021-04-26,62.69
2021-04-27,66.94
2021-04-28,79.19
2021-04-29,71.84
2021-04-30,56.78
2021-05-01,59.68
2021-05-02,43.1
2021-05-03,66.9
2021-05-04,69.1
2021-05-05,59.39
2021-05-06,65.94
2021-05-07,68.35
2021-05-08,139.81
2021-05-09,130.67
2021-05-10,238.39
2021-05-11,298.77
2021-05-12,281.83
2021-05-13,170.57
2021-05-14,128.8
2021-05-15,93.12
2021-05-16,81.3
2021-05-17,95.49
2021-05-18,88.03
2021-05-19,298.78
2021-05-20,126.96
2021-05-21,114.6
2021-05-22,56.33
2021-05-23,143.67
2021-05-24,68.47
2021-05-25,51.92
2021-05-26,50.15
2021-05-27,39.44
2021-05-28,40.89
2021-05-29,32.98
2021-05-30,28.08
2021-05-31,32.28
2021-06-01,29.75
2021-06-02,32.35
2021-06-03,33.57
2021-06-04,28.92
2021-06-05,22.23
2021-06-06,19.36
2021-06-07,24.53
2021-06-08,32.5
2021-06-09,27.69
2021-06-10,23.9
2021-06-11,25.83
2021-06-12,23.19
2021-06-13,17.51
2021-06-14,22.66
2021-06-15,23.08
2021-06-16,22.74
2021-06-17,24.81
2021-06-18,24.27
2021-06-19,18.58
2021-06-20,20.78
2021-06-21,46.59
2021-06-22,73.16
2021-06-23,25.29
2021-06-24,22.09
2021-06-25,28.01
2021-06-26,18.76
2021-06-27,25.65
2021-06-28,23.71
2021-06-29,26.27
2021-06-30,32
2021-07-01,25.13
2021-07-02,20.72
2021-07-03,18.84
2021-07-04,16.41
2021-07-05,20.32
2021-07-06,54.87
2021-07-07,40.37
2021-07-08,37.48
2021-07-09,30.27
2021-07-10,18.99
2021-07-11,15.8
2021-07-12,30.41
2021-07-13,32.45
2021-07-14,45.97
2021-07-15,45.2
2021-07-16,42.03
2021-07-17,29.98
2021-07-18,30.5
2021-07-19,30.44
2021-07-20,35.42
2021-07-21,27.17
2021-07-22,33.18
2021-07-23,35.45
2021-07-24,24.9
2021-07-25,23.44
2021-07-26,42.02
2021-07-27,40.66
2021-07-28,46.7
2021-07-29,34.33
2021-07-30,39.49
2021-07-31,44.29
2021-08-01,39.57
2021-08-02,44.4
2021-08-03,48.97
2021-08-04,45.77
2021-08-05,64.5
2021-08-06,54.1
2021-08-07,53.82
2021-08-08,50.74
2021-08-09,62.25
2021-08-10,65.22
2021-08-11,67.3
2021-08-12,58.92
2021-08-13,62.92
2021-08-14,53.62
2021-08-15,62.55
2021-08-16,61.23
2021-08-17,57.14
2021-08-18,53.67
2021-08-19,51.75
2021-08-20,48.4
2021-08-21,40.4
2021-08-22,40.82
2021-08-23,67.8
2021-08-24,86.8
2021-08-25,102.28
2021-08-26,97.98
2021-08-27,121.23
2021-08-28,89.48
2021-08-29,100.69
2021-08-30,114.34
2021-08-31,121.47
2021-09-01,136.21
2021-09-02,117.15
2021-09-03,159.34
2021-09-04,127.15
2021-09-05,116.33
2021-09-06,124.07
2021-09-07,214
2021-09-08,156.64
2021-09-09,151.69
2021-09-10,107.41
2021-09-11,70.55
2021-09-12,66.3
2021-09-13,106.66
2021-09-14,74.48
2021-09-15,75.05
2021-09-16,89.06
2021-09-17,80.83
2021-09-18,57.96
2021-09-19,65.2
2021-09-20,93.63
2021-09-21,106.5
2021-09-22,73.92
2021-09-23,91.23
2021-09-24,78.53
2021-09-25,50.96
2021-09-26,71.25
2021-09-27,138.46
2021-09-28,95.01
2021-09-29,83.69
2021-09-30,107.08
2021-10-01,93.36
2021-10-02,68.63
2021-10-03,65.82
2021-10-04,105.76
2021-10-05,130.5
2021-10-06,150.03
2021-10-07,151.98
2021-10-08,126.37
2021-10-09,84.65
2021-10-10,86.18
2021-10-11,114.27
2021-10-12,97.93
2021-10-13,108.52
2021-10-14,138.99
2021-10-15,152.67
2021-10-16,90.97
2021-10-17,80.52
2021-10-18,113.41
2021-10-19,79.6
2021-10-20,87.25
2021-10-21,100.28
2021-10-22,91.86
2021-10-23,71.61
2021-10-24,80.11
2021-10-25,104.41
2021-10-26,131.87
2021-10-27,177.19
2021-10-28,198.03
2021-10-29,183.86
2021-10-30,171.25
2021-10-31,157.06
2021-11-01,166.95
2021-11-02,184.01
2021-11-03,170.82
2021-11-04,153.5
2021-11-05,141.36
2021-11-06,118.06
2021-11-07,104.34
2021-11-08,133.38
2021-11-09,181.38
2021-11-10,173.9
2021-11-11,167.06
2021-11-12,154.77
2021-11-13,136.56
2021-11-14,118.46
2021-11-15,159.57
2021-11-16,150.73
2021-11-17,137.44
2021-11-18,149.6
2021-11-19,127.11
2021-11-20,109.74
2021-11-21,112.07
2021-11-22,151.88
2021-11-23,140.45
2021-11-24,136.33
2021-11-25,129.48
2021-11-26,120.3
2021-11-27,126.86
2021-11-28,119.12
2021-11-29,128.93
2021-11-30,142.42
2021-12-01,144.59
2021-12-02,119.05
2021-12-03,114.44
2021-12-04,155.78
2021-12-05,109.9
2021-12-06,112.82
2021-12-07,98.73
2021-12-08,85.59
2021-12-09,88.23
2021-12-10,89.03
2021-12-11,78.35
2021-12-12,65.95
2021-12-13,88.68
2021-12-14,83.57
2021-12-15,92.33
2021-12-16,101.52
2021-12-17,113.25
2021-12-18,68.56
2021-12-19,62.06
2021-12-20,71.51
2021-12-21,71.13
2021-12-22,81.72
2021-12-23,90.02
2021-12-24,75.73
2021-12-25,73.52
2021-12-26,58.59
2021-12-27,82.34
2021-12-28,106.49
2021-12-29,127.73
2021-12-30,114.74
2021-12-31,97.14
2022-01-01,81.36
2022-01-02,100.59
2022-01-03,107.82
2022-01-04,133.17
2022-01-05,149.29
2022-01-06,137.79
2022-01-07,153.39
2022-01-08,121.24
2022-01-09,157.99
2022-01-10,218.55
2022-01-11,184.66
2022-01-12,195
2022-01-13,166.67
2022-01-14,191.21
2022-01-15,139.01
2022-01-16,132.86
2022-01-17,154.22
2022-01-18,124.37
2022-01-19,132.19
2022-01-20,147.95
2022-01-21,185.59
2022-01-22,165.35
2022-01-23,125.48
2022-01-24,142.05
2022-01-25,146.78
2022-01-26,144.65
2022-01-27,154.95
2022-01-28,140.46
2022-01-29,119.87
2022-01-30,134.34
2022-01-31,122.79
2022-02-01,155.36
2022-02-02,158.62
2022-02-03,122.79
2022-02-04,109.34
2022-02-05,110.65
2022-02-06,76.76
2022-02-07,119.52
2022-02-08,92.78
2022-02-09,97.13
2022-02-10,118.79
2022-02-11,77.83
2022-02-12,68.85
2022-02-13,59.46
2022-02-14,65.88
2022-02-15,80.87
2022-02-16,85.65
2022-02-17,77.36
2022-02-18,99.67
2022-02-19,78.33
2022-02-20,71.64
2022-02-21,93.45
2022-02-22,88.86
2022-02-23,96.96
2022-02-24,91.59
2022-02-25,68.35
2022-02-26,55.69
2022-02-27,46.81
2022-02-28,74.18
2022-03-01,61.81
2022-03-02,57.23
2022-03-03,51.82
2022-03-04,50.03
2022-03-05,39.11
2022-03-06,51.79
2022-03-07,44.75
2022-03-08,49.33
2022-03-09,40.82
2022-03-10,36.48
2022-03-11,35.33
2022-03-12,26.29
2022-03-13,41.62
2022-03-14,35.17
2022-03-15,40.48
2022-03-16,43.77
2022-03-17,77.11
2022-03-18,72.59
2022-03-19,33.68
2022-03-20,29.28
2022-03-21,37.36
2022-03-22,46.98
2022-03-23,40.6
2022-03-24,53.36
2022-03-25,48.97
2022-03-26,34.69
2022-03-27,55.42
2022-03-28,82.45
2022-03-29,50.44
2022-03-30,56.31
2022-03-31,55.28
2022-04-01,68.58
2022-04-02,62.41
2022-04-03,55.07
2022-04-04,68.72
2022-04-05,96.82
2022-04-06,62.79
2022-04-07,75.35
2022-04-08,59.58
2022-04-09,38.31
2022-04-10,47.81
2022-04-11,49.65
2022-04-12,50.43
2022-04-13,50.93
2022-04-14,53.37
2022-04-15,43.14
2022-04-16,38.6
2022-04-17,32.93
2022-04-18,40.28
2022-04-19,44.42
2022-04-20,71.91
2022-04-21,65.08
2022-04-22,61.13
2022-04-23,35.93
2022-04-24,35.95
2022-04-25,57.8
2022-04-26,50.69
2022-04-27,57.66
2022-04-28,57.14
2022-04-29,54.69
2022-04-30,52.55
2022-05-01,474.57
2022-05-02,72.04
2022-05-03,64.11
2022-05-04,53.08
2022-05-05,68.69
2022-05-06,55.17
2022-05-07,35.19
2022-05-08,29.48
2022-05-09,66.65
2022-05-10,61.54
2022-05-11,147.32
2022-05-12,213.7
2022-05-13,80.81
2022-05-14,40.87
2022-05-15,27.95
2022-05-16,28.8
2022-05-17,37.83
2022-05-18,30.75
2022-05-19,30.46
2022-05-20,32.78
2022-05-21,26.24
2022-05-22,25.66
2022-05-23,29.54
2022-05-24,32.96
2022-05-25,38.51
2022-05-26,51.38
2022-05-27,45.55
2022-05-28,23.6
2022-05-29,24.16
2022-05-30,37.96
2022-05-31,56.55
2022-06-01,60.06
2022-06-02,64.71
2022-06-03,64.57
2022-06-04,62.97
2022-06-05,59.37
2022-06-06,57.52
2022-06-07,61.93
2022-06-08,75.58
2022-06-09,76.1
2022-06-10,59.14
2022-06-11,41.38
2022-06-12,38.72
2022-06-13,95.86
2022-06-14,66.78
2022-06-15,72.23
2022-06-16,45.18
2022-06-17,45.6
2022-06-18,55.86
2022-06-19,32.65
2022-06-20,31.38
2022-06-21,43.46
2022-06-22,39.68
2022-06-23,55.29
2022-06-24,47.63
2022-06-25,39.06
2022-06-26,40.52
2022-06-27,54.1
2022-06-28,50.4
2022-06-29,63.29
2022-06-30,56.51
2022-07-01,35.55
2022-07-02,19.37
2022-07-03,21.18
2022-07-04,26.86
2022-07-05,33.13
2022-07-06,34.03
2022-07-07,40.76
2022-07-08,30.26
2022-07-09,29.51
2022-07-10,21.04
2022-07-11,32.31
2022-07-12,27.74
2022-07-13,34.35
2022-07-14,36.73
2022-07-15,34.77
2022-07-16,26.05
2022-07-17,24.91
